"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
41;"blue-collar";"married";"secondary";"no";1954;"no";"no";"cellular";18;"nov";65;1;110;2;"success";"no"
51;"entrepreneur";"single";"tertiary";"no";0;"no";"no";"cellular";30;"jan";643;1;-1;0;"unknown";"no"
36;"services";"married";"secondary";"no";338;"no";"no";"unknown";14;"may";90;1;-1;0;"unknown";"no"
47;"services";"married";"secondary";"no";2597;"yes";"no";"unknown";16;"may";323;1;-1;0;"unknown";"no"
52;"entrepreneur";"married";"secondary";"no";3332;"yes";"yes";"cellular";13;"may";182;4;-1;0;"unknown";"no"
42;"blue-collar";"married";"primary";"no";223;"yes";"no";"unknown";7;"may";41;3;-1;0;"unknown";"no"
45;"blue-collar";"married";"unknown";"no";818;"yes";"no";"unknown";30;"may";343;3;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";2807;"no";"no";"unknown";8;"nov";154;1;-1;0;"unknown";"yes"
53;"blue-collar";"married";"secondary";"no";974;"yes";"no";"unknown";26;"may";197;2;-1;0;"unknown";"no"
33;"housemaid";"single";"secondary";"no";96;"yes";"no";"cellular";14;"may";30;6;-1;0;"unknown";"no"
32;"technician";"single";"tertiary";"no";1454;"yes";"no";"cellular";20;"apr";190;1;335;1;"other";"no"
47;"services";"married";"secondary";"no";759;"yes";"no";"unknown";19;"jun";30;2;-1;0;"unknown";"no"
50;"services";"married";"secondary";"no";961;"no";"yes";"cellular";14;"aug";757;4;-1;0;"unknown";"no"
41;"student";"married";"secondary";"no";1309;"no";"no";"unknown";20;"jun";28;4;-1;0;"unknown";"no"
44;"technician";"married";"secondary";"no";363;"no";"yes";"unknown";5;"jun";650;2;-1;0;"unknown";"no"
53;"blue-collar";"married";"unknown";"no";1202;"yes";"no";"unknown";29;"may";332;2;-1;0;"unknown";"no"
40;"technician";"married";"unknown";"no";698;"yes";"no";"unknown";8;"may";223;2;-1;0;"unknown";"no"
28;"student";"married";"secondary";"no";0;"no";"no";"unknown";25;"may";201;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";0;"yes";"no";"unknown";3;"jun";247;13;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"no";94;"no";"no";"cellular";22;"aug";239;3;-1;0;"unknown";"no"
77;"retired";"married";"secondary";"no";1208;"no";"no";"telephone";28;"apr";72;4;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";746;"yes";"no";"cellular";11;"may";261;1;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";168;"yes";"no";"cellular";18;"may";229;2;355;1;"failure";"no"
34;"admin.";"married";"secondary";"no";920;"no";"no";"cellular";14;"may";526;3;179;3;"success";"yes"
54;"self-employed";"married";"secondary";"no";9;"yes";"no";"cellular";22;"jul";113;2;-1;0;"unknown";"no"
57;"management";"married";"secondary";"no";7162;"no";"no";"cellular";17;"nov";83;1;-1;0;"unknown";"no"
30;"admin.";"single";"secondary";"no";732;"yes";"no";"cellular";28;"jan";445;1;223;1;"failure";"no"
39;"management";"married";"tertiary";"no";12;"yes";"no";"unknown";23;"may";130;1;-1;0;"unknown";"no"
39;"technician";"single";"secondary";"no";-529;"yes";"no";"cellular";15;"may";22;8;175;5;"failure";"no"
40;"student";"married";"secondary";"no";260;"no";"no";"unknown";20;"jun";197;6;-1;0;"unknown";"no"
52;"admin.";"divorced";"secondary";"no";-209;"yes";"yes";"unknown";23;"may";161;1;-1;0;"unknown";"no"
45;"services";"married";"secondary";"no";4005;"yes";"no";"cellular";17;"nov";141;1;-1;0;"unknown";"no"
44;"services";"married";"secondary";"no";4786;"yes";"yes";"cellular";12;"may";267;1;-1;0;"unknown";"no"
51;"blue-collar";"married";"primary";"no";1127;"yes";"no";"unknown";6;"may";47;1;-1;0;"unknown";"no"
54;"unemployed";"single";"primary";"no";199;"yes";"no";"cellular";21;"nov";532;1;-1;0;"unknown";"no"
46;"blue-collar";"divorced";"secondary";"no";709;"yes";"no";"cellular";18;"jul";100;4;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";241;"yes";"yes";"unknown";26;"may";85;1;-1;0;"unknown";"no"
55;"technician";"married";"unknown";"no";0;"no";"no";"unknown";16;"jun";153;1;-1;0;"unknown";"no"
22;"student";"single";"tertiary";"no";1161;"no";"yes";"cellular";16;"jun";119;1;-1;0;"unknown";"no"
41;"technician";"single";"secondary";"no";769;"no";"yes";"cellular";20;"nov";222;4;98;4;"other";"no"
59;"blue-collar";"married";"primary";"no";80;"yes";"no";"telephone";31;"jul";46;21;-1;0;"unknown";"no"
29;"blue-collar";"married";"secondary";"no";2776;"yes";"no";"unknown";27;"may";233;1;-1;0;"unknown";"no"
34;"unemployed";"divorced";"tertiary";"yes";530;"yes";"no";"cellular";7;"may";57;1;-1;0;"unknown";"no"
48;"admin.";"married";"secondary";"no";8;"no";"yes";"cellular";7;"jul";46;1;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";48;"yes";"no";"cellular";19;"nov";308;5;-1;0;"unknown";"no"
47;"technician";"single";"unknown";"no";77;"yes";"no";"unknown";9;"may";83;4;-1;0;"unknown";"no"
42;"admin.";"married";"primary";"no";-306;"yes";"no";"cellular";17;"aug";308;1;459;1;"success";"yes"
32;"self-employed";"married";"secondary";"no";409;"no";"no";"cellular";3;"jun";115;2;86;2;"success";"yes"
48;"management";"single";"tertiary";"no";191;"yes";"no";"cellular";17;"apr";222;1;326;1;"failure";"no"
36;"blue-collar";"married";"secondary";"no";2426;"yes";"no";"cellular";20;"nov";308;1;-1;0;"unknown";"no"
41;"technician";"married";"secondary";"no";923;"yes";"no";"cellular";7;"jul";141;3;-1;0;"unknown";"no"
46;"blue-collar";"married";"primary";"no";174;"no";"yes";"cellular";15;"jul";90;1;-1;0;"unknown";"no"
50;"admin.";"married";"secondary";"no";1138;"yes";"yes";"cellular";31;"jul";73;8;-1;0;"unknown";"no"
27;"technician";"single";"secondary";"no";282;"no";"yes";"cellular";9;"jul";676;5;-1;0;"unknown";"no"
71;"retired";"married";"tertiary";"no";2651;"no";"no";"cellular";24;"aug";73;3;200;2;"failure";"no"
58;"services";"married";"secondary";"no";74;"no";"no";"cellular";29;"aug";105;2;-1;0;"unknown";"no"
37;"blue-collar";"married";"primary";"no";0;"yes";"no";"unknown";19;"jun";129;3;-1;0;"unknown";"no"
42;"management";"married";"tertiary";"no";251;"no";"no";"cellular";20;"aug";413;2;-1;0;"unknown";"no"
36;"entrepreneur";"married";"secondary";"no";13;"yes";"no";"cellular";20;"apr";98;3;-1;0;"unknown";"no"
42;"management";"married";"tertiary";"no";478;"no";"yes";"cellular";8;"jul";165;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";19;"nov";188;2;-1;0;"unknown";"no"
55;"technician";"married";"secondary";"no";2437;"no";"no";"cellular";4;"aug";138;1;-1;0;"unknown";"no"
41;"technician";"married";"secondary";"no";2990;"yes";"no";"unknown";30;"may";62;3;-1;0;"unknown";"no"
50;"retired";"married";"secondary";"no";0;"yes";"yes";"unknown";17;"jun";328;3;-1;0;"unknown";"no"
28;"admin.";"single";"secondary";"no";19;"no";"no";"cellular";8;"jul";78;4;-1;0;"unknown";"no"
26;"unemployed";"single";"secondary";"no";632;"no";"no";"cellular";12;"feb";218;1;-1;0;"unknown";"yes"
32;"blue-collar";"married";"primary";"no";-6;"yes";"no";"cellular";6;"may";169;2;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"no";511;"no";"no";"cellular";29;"aug";91;4;-1;0;"unknown";"no"
27;"technician";"single";"secondary";"no";842;"no";"no";"cellular";30;"jul";273;1;91;1;"other";"no"
51;"housemaid";"married";"tertiary";"no";990;"no";"no";"telephone";21;"aug";189;5;-1;0;"unknown";"no"
36;"entrepreneur";"married";"secondary";"yes";1;"yes";"no";"cellular";21;"nov";203;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"primary";"no";391;"yes";"no";"cellular";17;"apr";728;1;-1;0;"unknown";"no"
35;"entrepreneur";"married";"secondary";"no";2008;"no";"no";"unknown";4;"jun";178;6;-1;0;"unknown";"no"
30;"admin.";"single";"unknown";"no";0;"yes";"no";"cellular";19;"nov";1206;2;-1;0;"unknown";"no"
36;"admin.";"married";"secondary";"no";4280;"no";"no";"unknown";19;"jun";227;6;-1;0;"unknown";"no"
33;"housemaid";"single";"primary";"no";39;"yes";"no";"cellular";16;"jul";332;3;-1;0;"unknown";"no"
58;"services";"divorced";"secondary";"no";183;"no";"no";"cellular";22;"aug";167;2;-1;0;"unknown";"no"
56;"admin.";"married";"unknown";"no";1933;"no";"no";"telephone";19;"nov";44;2;-1;0;"unknown";"no"
49;"admin.";"single";"unknown";"no";1226;"no";"no";"cellular";30;"apr";400;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"primary";"no";827;"yes";"no";"unknown";23;"may";230;2;-1;0;"unknown";"no"
45;"admin.";"divorced";"unknown";"no";857;"no";"no";"telephone";8;"jul";49;7;-1;0;"unknown";"no"
31;"student";"single";"tertiary";"no";479;"yes";"no";"unknown";29;"may";72;12;-1;0;"unknown";"no"
59;"management";"married";"secondary";"no";4412;"no";"no";"cellular";2;"nov";162;2;-1;0;"unknown";"yes"
35;"management";"married";"tertiary";"no";247;"yes";"no";"cellular";8;"may";209;3;367;3;"other";"no"
41;"management";"married";"tertiary";"no";1254;"no";"no";"cellular";4;"aug";272;1;-1;0;"unknown";"no"
37;"management";"married";"secondary";"no";80;"no";"no";"cellular";27;"aug";155;3;-1;0;"unknown";"no"
47;"management";"married";"tertiary";"no";0;"yes";"no";"telephone";6;"feb";138;4;9;2;"other";"no"
57;"entrepreneur";"married";"tertiary";"no";958;"no";"no";"unknown";6;"jun";250;2;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"no";-215;"yes";"no";"unknown";20;"may";89;3;-1;0;"unknown";"no"
55;"housemaid";"married";"secondary";"no";167;"yes";"no";"cellular";12;"may";178;3;357;7;"failure";"no"
27;"admin.";"single";"secondary";"no";240;"yes";"yes";"unknown";9;"jun";46;1;-1;0;"unknown";"no"
35;"blue-collar";"married";"primary";"no";1176;"yes";"no";"unknown";21;"may";166;2;-1;0;"unknown";"no"
34;"management";"married";"secondary";"no";293;"yes";"no";"unknown";21;"may";162;3;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";952;"no";"yes";"unknown";12;"jun";140;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";1905;"yes";"no";"cellular";13;"may";39;1;301;2;"success";"no"
41;"blue-collar";"married";"primary";"no";1250;"yes";"no";"unknown";20;"may";1392;2;-1;0;"unknown";"yes"
24;"technician";"married";"secondary";"no";556;"yes";"no";"cellular";6;"nov";368;2;80;2;"success";"yes"
42;"management";"married";"tertiary";"no";176;"yes";"no";"cellular";23;"jul";123;1;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";138;"yes";"no";"cellular";7;"apr";226;2;-1;0;"unknown";"no"
30;"technician";"married";"secondary";"no";-280;"yes";"no";"cellular";25;"jul";246;2;-1;0;"unknown";"no"
49;"management";"married";"tertiary";"no";1167;"yes";"yes";"cellular";25;"jun";213;6;150;8;"failure";"yes"
31;"blue-collar";"single";"secondary";"no";0;"yes";"no";"cellular";7;"may";113;2;345;1;"other";"no"
52;"retired";"divorced";"secondary";"no";246;"yes";"no";"unknown";27;"may";181;1;-1;0;"unknown";"no"
36;"admin.";"single";"tertiary";"no";5007;"yes";"no";"cellular";8;"oct";135;3;331;4;"failure";"no"
41;"blue-collar";"married";"primary";"no";16431;"no";"no";"unknown";9;"jun";139;1;-1;0;"unknown";"no"
48;"management";"divorced";"tertiary";"no";-478;"yes";"no";"cellular";17;"nov";87;5;167;6;"failure";"no"
27;"technician";"divorced";"secondary";"no";162;"yes";"no";"cellular";24;"jul";203;1;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";0;"yes";"no";"unknown";5;"may";179;1;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";-100;"yes";"no";"unknown";16;"jun";20;21;-1;0;"unknown";"no"
56;"retired";"divorced";"secondary";"no";4;"no";"no";"unknown";17;"jun";135;1;-1;0;"unknown";"no"
53;"technician";"divorced";"secondary";"yes";-63;"no";"yes";"cellular";4;"aug";531;1;-1;0;"unknown";"no"
28;"admin.";"single";"secondary";"no";1507;"no";"no";"cellular";7;"jul";92;1;-1;0;"unknown";"no"
47;"unemployed";"married";"secondary";"no";49;"yes";"no";"cellular";17;"jul";66;7;-1;0;"unknown";"no"
42;"admin.";"single";"secondary";"no";2758;"yes";"no";"unknown";5;"jun";237;3;-1;0;"unknown";"no"
40;"technician";"married";"secondary";"no";503;"yes";"no";"unknown";14;"may";127;3;-1;0;"unknown";"no"
28;"technician";"single";"tertiary";"no";172;"yes";"yes";"cellular";2;"feb";194;2;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";5399;"no";"no";"cellular";19;"aug";227;4;-1;0;"unknown";"no"
58;"management";"divorced";"secondary";"no";321;"no";"yes";"cellular";17;"nov";254;2;-1;0;"unknown";"no"
46;"self-employed";"married";"secondary";"no";942;"no";"no";"cellular";11;"aug";53;4;-1;0;"unknown";"no"
41;"unemployed";"married";"secondary";"no";0;"yes";"yes";"cellular";5;"may";400;1;-1;0;"unknown";"yes"
44;"management";"divorced";"tertiary";"no";36;"no";"no";"cellular";26;"oct";127;2;153;3;"failure";"no"
42;"blue-collar";"married";"secondary";"no";351;"yes";"no";"unknown";16;"may";76;21;-1;0;"unknown";"no"
52;"admin.";"divorced";"secondary";"no";1426;"no";"no";"cellular";17;"jul";115;1;-1;0;"unknown";"no"
33;"management";"married";"tertiary";"no";2071;"no";"no";"cellular";8;"aug";106;2;-1;0;"unknown";"no"
41;"services";"married";"primary";"no";4903;"yes";"no";"cellular";19;"nov";223;2;-1;0;"unknown";"no"
37;"admin.";"single";"secondary";"no";115;"no";"no";"cellular";4;"aug";236;1;92;4;"failure";"no"
37;"blue-collar";"married";"secondary";"no";934;"no";"no";"unknown";9;"may";258;2;-1;0;"unknown";"no"
26;"management";"married";"tertiary";"no";17;"no";"yes";"cellular";11;"jul";522;1;-1;0;"unknown";"no"
37;"blue-collar";"married";"secondary";"no";151;"yes";"no";"unknown";5;"jun";202;1;-1;0;"unknown";"no"
48;"admin.";"married";"primary";"no";4459;"yes";"no";"cellular";3;"apr";439;2;240;1;"failure";"no"
34;"management";"married";"secondary";"no";333;"no";"no";"cellular";26;"aug";90;4;-1;0;"unknown";"no"
24;"blue-collar";"single";"secondary";"no";3;"yes";"no";"cellular";15;"may";311;1;-1;0;"unknown";"no"
50;"self-employed";"married";"secondary";"no";6174;"yes";"yes";"unknown";29;"may";456;1;-1;0;"unknown";"no"
49;"entrepreneur";"married";"primary";"no";5380;"yes";"no";"unknown";4;"jun";98;4;-1;0;"unknown";"no"
60;"blue-collar";"married";"primary";"no";1472;"no";"no";"unknown";20;"jun";36;4;-1;0;"unknown";"no"
40;"blue-collar";"married";"primary";"no";4436;"yes";"no";"unknown";13;"may";67;2;-1;0;"unknown";"no"
36;"entrepreneur";"married";"tertiary";"no";99;"yes";"yes";"cellular";20;"apr";393;3;-1;0;"unknown";"no"
39;"housemaid";"divorced";"secondary";"no";70;"no";"no";"cellular";4;"jun";346;2;128;8;"success";"no"
52;"management";"married";"primary";"no";740;"no";"no";"unknown";16;"jun";206;1;-1;0;"unknown";"no"
59;"self-employed";"married";"tertiary";"no";1059;"no";"no";"cellular";29;"aug";103;2;-1;0;"unknown";"no"
46;"services";"married";"secondary";"no";998;"yes";"no";"cellular";31;"jul";126;2;-1;0;"unknown";"no"
28;"management";"single";"tertiary";"no";1069;"no";"no";"unknown";28;"may";675;1;-1;0;"unknown";"no"
47;"blue-collar";"married";"secondary";"no";3008;"yes";"yes";"unknown";15;"may";236;3;-1;0;"unknown";"no"
28;"technician";"single";"secondary";"no";3;"no";"no";"telephone";18;"may";40;8;349;6;"failure";"no"
44;"management";"married";"tertiary";"no";0;"yes";"no";"cellular";20;"aug";141;3;-1;0;"unknown";"no"
40;"management";"married";"tertiary";"no";3160;"no";"no";"cellular";26;"aug";100;4;-1;0;"unknown";"no"
33;"blue-collar";"single";"secondary";"no";264;"yes";"no";"cellular";17;"apr";494;1;-1;0;"unknown";"no"
41;"blue-collar";"single";"secondary";"no";-329;"no";"yes";"cellular";8;"jul";426;3;-1;0;"unknown";"no"
49;"management";"married";"tertiary";"no";20;"yes";"no";"cellular";4;"feb";117;1;-1;0;"unknown";"no"
34;"blue-collar";"married";"unknown";"no";391;"yes";"yes";"unknown";23;"may";34;2;-1;0;"unknown";"no"
54;"retired";"single";"secondary";"no";10621;"no";"no";"cellular";30;"jul";187;2;-1;0;"unknown";"no"
37;"services";"single";"secondary";"no";594;"yes";"no";"cellular";29;"jan";359;1;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";13;"may";155;1;351;1;"failure";"no"
40;"services";"married";"secondary";"no";5807;"yes";"no";"unknown";20;"jun";98;1;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";4441;"yes";"no";"unknown";21;"may";86;2;-1;0;"unknown";"no"
28;"blue-collar";"married";"secondary";"no";337;"yes";"no";"cellular";12;"may";450;2;-1;0;"unknown";"no"
60;"retired";"married";"unknown";"no";209;"no";"no";"cellular";14;"aug";391;3;106;1;"failure";"yes"
40;"technician";"married";"secondary";"no";192;"no";"no";"cellular";7;"aug";266;2;-1;0;"unknown";"no"
33;"technician";"single";"secondary";"no";151;"yes";"no";"cellular";20;"apr";104;3;236;6;"failure";"no"
41;"management";"single";"unknown";"no";335;"no";"no";"cellular";30;"jul";44;4;-1;0;"unknown";"no"
57;"admin.";"married";"unknown";"no";1401;"no";"no";"cellular";21;"aug";91;22;-1;0;"unknown";"no"
49;"technician";"married";"primary";"no";230;"yes";"no";"unknown";8;"may";96;1;-1;0;"unknown";"no"
57;"admin.";"married";"unknown";"no";596;"no";"no";"cellular";29;"jan";90;1;-1;0;"unknown";"no"
46;"entrepreneur";"married";"tertiary";"no";406;"yes";"no";"telephone";15;"jul";232;4;-1;0;"unknown";"no"
39;"blue-collar";"single";"primary";"no";581;"yes";"no";"cellular";7;"apr";620;1;39;2;"success";"no"
30;"services";"single";"secondary";"no";572;"yes";"no";"cellular";5;"may";237;1;319;4;"other";"no"
76;"self-employed";"married";"unknown";"no";4984;"no";"no";"telephone";28;"apr";403;1;182;1;"success";"yes"
58;"management";"divorced";"unknown";"no";3498;"no";"no";"cellular";19;"nov";175;1;-1;0;"unknown";"no"
37;"blue-collar";"single";"secondary";"no";847;"no";"no";"unknown";20;"jun";54;1;-1;0;"unknown";"no"
43;"services";"married";"secondary";"no";774;"no";"no";"cellular";25;"mar";101;1;421;1;"success";"yes"
24;"technician";"single";"secondary";"yes";-1329;"yes";"no";"cellular";18;"may";50;1;356;2;"other";"no"
38;"entrepreneur";"married";"primary";"no";21;"yes";"no";"cellular";25;"jul";65;4;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";1138;"yes";"yes";"unknown";23;"may";509;1;-1;0;"unknown";"no"
69;"retired";"married";"primary";"no";324;"no";"no";"cellular";12;"aug";875;1;189;4;"success";"no"
31;"blue-collar";"married";"secondary";"no";212;"yes";"yes";"cellular";17;"jul";143;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"secondary";"no";620;"yes";"no";"cellular";13;"may";46;4;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";1463;"no";"no";"cellular";11;"aug";97;2;-1;0;"unknown";"no"
37;"technician";"divorced";"secondary";"no";0;"yes";"no";"cellular";11;"jul";283;1;-1;0;"unknown";"no"
37;"technician";"married";"secondary";"no";523;"yes";"no";"cellular";8;"apr";171;2;139;4;"failure";"no"
53;"services";"married";"secondary";"no";367;"yes";"yes";"unknown";13;"may";284;2;-1;0;"unknown";"no"
46;"admin.";"married";"secondary";"no";186;"yes";"no";"cellular";11;"may";643;2;-1;0;"unknown";"no"
42;"blue-collar";"married";"secondary";"no";230;"yes";"no";"unknown";5;"jun";175;7;-1;0;"unknown";"no"
24;"student";"single";"unknown";"no";1693;"no";"no";"cellular";4;"jun";1094;1;-1;0;"unknown";"no"
32;"admin.";"married";"secondary";"no";2711;"no";"no";"cellular";8;"aug";193;1;-1;0;"unknown";"no"
59;"retired";"married";"tertiary";"no";1425;"no";"no";"cellular";26;"oct";151;2;77;3;"failure";"no"
39;"admin.";"divorced";"secondary";"no";458;"no";"no";"cellular";21;"nov";744;2;-1;0;"unknown";"no"
25;"unknown";"single";"secondary";"no";3;"no";"no";"cellular";7;"jul";136;1;-1;0;"unknown";"no"
